tcin-author,url,citations,author-scopus-id,title,pubDate
"Reilly, Richard B.",https://api.elsevier.com/content/abstract/scopus_id/34047165342,7, 7102935766,Multi-channel EEG based neonatal seizure detection,2006-12-01
"Reilly, Richard B.",https://api.elsevier.com/content/abstract/scopus_id/33745450259,15, 7102935766,Heart and respiration rate changes in the neonate during electroencephalographic seizure,2006-03-01
"Reilly, Richard B.",https://api.elsevier.com/content/abstract/scopus_id/16344388770,151, 7102935766,A parametric feature extraction and classification strategy for brain-computer interfacing,2005-03-01
"Reilly, Richard B.",https://api.elsevier.com/content/abstract/scopus_id/0036916685,3, 7102935766,A simultaneous filtering and feature extraction strategy for direct brain interfacing,2002-12-01
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85194133921,6, 14030625500,"Brain health in diverse settings: How age, demographics and cognition shape brain function",2024-07-15
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85188537152,3, 14030625500,Viscous dynamics associated with hypoexcitation and structural disintegration in neurodegeneration via generative whole-brain modeling,2024-05-01
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85174665892,1, 14030625500,Anticipatory reward dysfunction in alcohol dependence: An electroencephalography monetary incentive delay task study,2023-12-01
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85181583350,1, 14030625500,Task-Related and Resting-State EEG Classification of Adult Patients with ADHD Using Machine Learning,2023-01-01
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85165587699,0, 14030625500,Dynamic Reconfiguration of Dominant Intrinsic Coupling Modes in Elderly at Prodromal Alzheimer’s Disease Risk,2023-01-01
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85141782738,41, 14030625500,Genuine high-order interactions in brain networks and neurodegeneration,2022-12-01
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85131173743,3, 14030625500,Self-regulation of the brain's right frontal Beta rhythm using a brain-computer interface,2022-11-01
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85137127365,27, 14030625500,Multi-feature computational framework for combined signatures of dementia in underrepresented settings,2022-08-01
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85135807736,9, 14030625500,"Neuroscience from the comfort of your home: Repeated, self-administered wireless dry EEG measures brain function with high fidelity",2022-07-29
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85130013753,32, 14030625500,Allostatic-Interoceptive Overload in Frontotemporal Dementia,2022-07-01
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85128813820,4, 14030625500,At-risk alcohol users have disrupted valence discrimination during reward anticipation,2022-05-01
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85108030292,20, 14030625500,"Volume of β-bursts, but not their rate, predicts successful response inhibition",2021-06-09
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85078680191,7, 14030625500,Aberrant reward prediction errors in young adult at-risk alcohol users,2021-01-01
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85083449322,63, 14030625500,A comparison of resting state EEG and structural MRI for classifying Alzheimer's disease and mild cognitive impairment,2020-07-15
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85063583100,9, 14030625500,Inhibitory-control event-related potentials correlate with individual differences in alcohol use,2020-03-01
"Whelan, Robert",https://api.elsevier.com/content/abstract/scopus_id/85007595715,13, 14030625500,Computational EEG modelling of decision making under ambiguity reveals spatio-temporal dynamics of outcome evaluation,2017-03-15
"O'Mara, Shane M.",https://api.elsevier.com/content/abstract/scopus_id/0042316853,38, 7004191598,"Analysis of recordings of single-unit firing and population activity in the dorsal subiculum of unrestrained, freely moving rats",2003-08-01
"McCarthy-Jones, Simon",https://api.elsevier.com/content/abstract/scopus_id/85147506476,0, 57205413468,Resting-State EEG and MEG Correlates of Auditory Hallucinations in Adults with Schizophrenia: A Systematic Review,2022-01-01
"McCarthy-Jones, Simon",https://api.elsevier.com/content/abstract/scopus_id/85158846870,2, 57205413468,A Feasibility Study of LORETA Z-Score Neurofeedback Training in Adults with Schizophrenia-Spectrum Disorder Experiencing Treatment-Resistant Auditory Verbal Hallucinations,2020-01-01
